"COUNTY","NAME","YEAR","win_rate","shannon_index","hhi","ESTAB","STATE","hhi_lagy1","hhi_lagy2","log_shannon","log_hhi","log_estab","Post","event_time","Post_Placebo"
"06071","San Bernardino County, California",2012,0.307443365695793,4.68901011445351,171.425177002647,32182,"CA",NA,NA,1.54522149716495,5.14414688570684,10.3791625690191,0,-5,0
"06073","San Diego County, California",2012,0.594368340943683,4.60567278032124,174.369007709614,77310,"CA",NA,NA,1.52728875682566,5.16117378759585,11.2555785923145,0,-5,0
"06075","San Francisco County, California",2012,1,4.43483337709834,227.513677862594,31674,"CA",NA,NA,1.48949004506667,5.42721035905666,10.3632514340517,0,-5,0
"06077","San Joaquin County, California",2012,0.322033898305085,4.62830491207702,174.585051103709,10731,"CA",NA,NA,1.53219069136104,5.16241202177736,9.28089202792713,0,-5,0
"06081","San Mateo County, California",2012,0.1923828125,4.56567038838338,180.648768860236,20075,"CA",NA,NA,1.5185653572372,5.19655464251499,9.90723053881496,0,-5,0
"06083","Santa Barbara County, California",2012,0.434343434343434,4.61766944368325,174.876254436601,11227,"CA",NA,NA,1.52989012839702,5.16407860629288,9.32607687045878,0,-5,0
"06085","Santa Clara County, California",2012,0.273358611055677,4.49277415123264,208.58442843804,45621,"CA",NA,NA,1.50247036201682,5.34034389183234,10.7281234158086,0,-5,0
"06087","Santa Cruz County, California",2012,0.444444444444444,4.55120878002867,187.323825900009,6784,"CA",NA,NA,1.51539286362028,5.23283880851424,8.82232217747174,0,-5,0
"06095","Solano County, California",2012,0.196078431372549,4.59012621585903,186.305063804348,6686,"CA",NA,NA,1.52390752170289,5.22738545815252,8.80777106698004,0,-5,0
"06097","Sonoma County, California",2012,0.417582417582418,4.62548106976731,170.979335331073,13244,"CA",NA,NA,1.53158038064002,5.14154270318308,9.49129989866714,0,-5,0
"06111","Ventura County, California",2012,0.185022026431718,4.62330749211751,172.510356063141,19888,"CA",NA,NA,1.53111035633894,5.15045726981802,9.89787181375049,0,-5,0
"08001","Adams County, Colorado",2012,0.461538461538462,4.66027561300043,160.023008122412,8407,"CO",NA,NA,1.53907459080928,5.07531760566056,9.0368199711353,0,-5,0
"08005","Arapahoe County, Colorado",2012,0.266331658291457,4.53866525955488,170.389998261187,17046,"CO",NA,NA,1.51263297313529,5.13808991702225,9.74367085108224,0,-5,0
"08013","Boulder County, Colorado",2012,0.335195530726257,4.47917837986119,203.018120015886,11542,"CO",NA,NA,1.49943963225513,5.31329523622025,9.35374783527091,0,-5,0
"08014","Broomfield County, Colorado",2012,0.366666666666667,4.41550105284999,200.018632016365,1746,"CO",NA,NA,1.48512131637081,5.29841052229073,7.46508273639955,0,-5,0
"08031","Denver County, Colorado",2012,0.386167146974063,4.61136661502599,174.032914893748,22368,"CO",NA,NA,1.52852425885289,5.15924444738091,10.0153866450335,0,-5,0
"08035","Douglas County, Colorado",2012,0.205741626794258,4.38110461002359,212.165479055292,7835,"CO",NA,NA,1.47730088666209,5.35736653177382,8.96635615479012,0,-5,0
"08041","El Paso County, Colorado",2012,0.333333333333333,4.54343114084343,172.902961642557,15821,"CO",NA,NA,1.5136824845071,5.15273052176496,9.66909345044906,0,-5,0
"08059","Jefferson County, Colorado",2012,0.575,4.5093308261021,182.373812430729,16136,"CO",NA,NA,1.50614876691872,5.20605849513281,9.68880807963405,0,-5,0
"08069","Larimer County, Colorado",2012,0.8,4.58465702140066,171.396764794051,9648,"CO",NA,NA,1.52271529841767,5.14398113080497,9.17450591896697,0,-5,0
"08123","Weld County, Colorado",2012,0.375,4.63194404657094,161.358207117528,5258,"CO",NA,NA,1.53297666044189,5.08362678251289,8.56750600528983,0,-5,0
"09001","Fairfield County, Connecticut",2012,0.357766143106457,4.5785867267198,174.741480952205,26811,"CT",NA,NA,1.52139037555504,5.16330763000975,10.1965675300495,0,-5,0
"09003","Hartford County, Connecticut",2012,0.0623548922056385,4.64495957712064,165.894620140237,22492,"CT",NA,NA,1.53578266977813,5.1113527683417,10.0209149694121,0,-5,0
"09007","Middlesex County, Connecticut",2012,0.263157894736842,4.61555518686018,179.510464440724,4161,"CT",NA,NA,1.5294321612307,5.190233503949,8.33351070898294,0,-5,0
"09009","New Haven County, Connecticut",2012,0.320388349514563,4.63645228830586,182.595283510178,19380,"CT",NA,NA,1.5339494807503,5.20727213820065,9.87199688544476,0,-5,0
"09013","Tolland County, Connecticut",2012,0.333333333333333,4.4607800742323,202.443079627155,2417,"CT",NA,NA,1.49532365527435,5.31045875877292,7.79028238070348,0,-5,0
"10003","New Castle County, Delaware",2012,0.286885245901639,4.55923435888495,179.643957044276,15266,"DE",NA,NA,1.51715470567558,5.19097687561151,9.63338341235842,0,-5,0
"11001","District of Columbia, District of Columbia",2012,0.560869565217391,4.20242675724514,268.762793886444,21558,"DC",NA,NA,1.43566215777163,5.59382918346764,9.97850225634157,0,-5,0
"12001","Alachua County, Florida",2012,0.361702127659574,4.55207043371792,181.954999865594,5847,"FL",NA,NA,1.51558216984095,5.20375940301886,8.67368398817567,0,-5,0
"12009","Brevard County, Florida",2012,0.0687830687830688,4.55543248751271,178.546088803522,12906,"FL",NA,NA,1.51632047406694,5.18484676847161,9.46544759849579,0,-5,0
"12011","Broward County, Florida",2012,0.801195814648729,4.59350255397732,167.020731728458,56608,"FL",NA,NA,1.52464281672734,5.11811794679834,10.9439055969595,0,-5,0
"12031","Duval County, Florida",2012,0.18864774624374,4.59065090570425,167.165498434369,23554,"FL",NA,NA,1.52402182354006,5.11898433028096,10.0670509364015,0,-5,0
"12057","Hillsborough County, Florida",2012,0.128071900014043,4.58112552574562,167.132374391368,32822,"FL",NA,NA,1.5219447159144,5.11878615945307,10.3988543012396,0,-5,0
"12065","Jefferson County, Florida",2012,0.0909090909090909,4.1886751266476,211.143280841748,238,"FL",NA,NA,1.43238448504185,5.35253695914381,5.47227067367148,0,-5,0
"12069","Lake County, Florida",2012,0.214285714285714,4.4954664966404,187.629753538414,6408,"FL",NA,NA,1.50306944377125,5.23447062494736,8.7653024887482,0,-5,0
"12071","Lee County, Florida",2012,0.536585365853659,4.49957161030737,185.844216520319,16084,"FL",NA,NA,1.50398219453521,5.22490877718625,9.68558026801716,0,-5,0
"12073","Leon County, Florida",2012,0.180851063829787,4.46420345768045,192.410528658782,7333,"FL",NA,NA,1.49609080147777,5.25963125949311,8.9001399880938,0,-5,0
"12081","Manatee County, Florida",2012,0.4,4.55288221132629,176.647526071383,7868,"FL",NA,NA,1.51576048545492,5.17415636901636,8.97055917950895,0,-5,0
"12086","Miami-Dade County, Florida",2012,0.28694900605013,4.62196531044224,160.773586729644,77130,"FL",NA,NA,1.53082000651079,5.07999708162088,11.253247588928,0,-5,0
"12095","Orange County, Florida",2012,0.225997045790251,4.60258538288392,166.161642629067,32565,"FL",NA,NA,1.52661818536723,5.11296106534631,10.3909933709805,0,-5,0
"12097","Osceola County, Florida",2012,0.28125,4.41158866558414,218.401576001963,5011,"FL",NA,NA,1.48423486621637,5.38633545997092,8.51939077495972,0,-5,0
"12099","Palm Beach County, Florida",2012,0.0907457322551662,4.51310935505486,185.064483560918,43161,"FL",NA,NA,1.50698635167358,5.22070432413422,10.6726925887051,0,-5,0
"12101","Pasco County, Florida",2012,0.463414634146341,4.50519697612414,181.554658899153,8677,"FL",NA,NA,1.50523161399437,5.20155675932758,9.06843112579349,0,-5,0
"12103","Pinellas County, Florida",2012,0.298245614035088,4.57573203371535,173.130659315428,26452,"FL",NA,NA,1.52076669329715,5.15404656559391,10.1830870487946,0,-5,0
"12105","Polk County, Florida",2012,0.774193548387097,4.62650972136048,157.731491268753,10824,"FL",NA,NA,1.53180274393904,5.06089416502105,9.28952116985062,0,-5,0
"12115","Sarasota County, Florida",2012,0.576923076923077,4.47594027696037,188.034386774318,12750,"FL",NA,NA,1.49871644741168,5.23662485447828,9.45328655058657,0,-5,0
"12117","Seminole County, Florida",2012,0.192192192192192,4.55882582923387,168.184138533497,12582,"FL",NA,NA,1.51706509678007,5.12505944186448,9.44002250012998,0,-5,0
"13057","Cherokee County, Georgia",2012,0.166219839142091,4.44923712569707,192.322605036132,4726,"GA",NA,NA,1.49273264905431,5.25917419657609,8.46083445774685,0,-5,0
"13063","Clayton County, Georgia",2012,0.260869565217391,4.4389819444561,202.525731793198,3814,"GA",NA,NA,1.49042505836358,5.3108669490575,8.24643378616036,0,-5,0
"13067","Cobb County, Georgia",2012,0.323619631901841,4.54009944381371,176.082040733574,19173,"GA",NA,NA,1.51294891573709,5.17095002696008,9.86125831831839,0,-5,0
"13089","DeKalb County, Georgia",2012,0.277930654925702,4.556998962609,182.084276906751,15882,"GA",NA,NA,1.51666428463392,5.20446963982484,9.67294167145516,0,-5,0
"13113","Fayette County, Georgia",2012,0.215909090909091,4.48659751471657,179.937185745525,3167,"GA",NA,NA,1.50109462266221,5.19260782190627,8.06054004653864,0,-5,0
"13117","Forsyth County, Georgia",2012,0.159457478005865,4.45067061282308,206.27035124171,5395,"GA",NA,NA,1.49305478433492,5.32918769303404,8.59322787769223,0,-5,0
"13121","Fulton County, Georgia",2012,0.243104021269525,4.49810626119354,199.405851643502,33324,"GA",NA,NA,1.50365647735624,5.29534220335342,10.4140331370948,0,-5,0
"13135","Gwinnett County, Georgia",2012,0.143026004728132,4.56158326647158,171.487034055935,21217,"GA",NA,NA,1.51766977082326,5.14450766057554,9.96255802611312,0,-5,0
"13151","Henry County, Georgia",2012,0.0606060606060606,4.39411110130364,213.690142041804,3269,"GA",NA,NA,1.48026525841828,5.3645270313678,8.09223940672421,0,-5,0
"13217","Newton County, Georgia",2012,0.285714285714286,4.44757291251542,198.807931080861,1302,"GA",NA,NA,1.49235853446853,5.29233918819964,7.17165682276851,0,-5,0
"13247","Rockdale County, Georgia",2012,0.266666666666667,4.49459197381661,192.024739583333,1920,"GA",NA,NA,1.50287489045897,5.2576242157236,7.56008046502183,0,-5,0
"13285","Troup County, Georgia",2012,0.16,4.50746503629462,192.226075254904,1390,"GA",NA,NA,1.50573491928092,5.2586721546334,7.23705902612474,0,-5,0
"15003","Honolulu County, Hawaii",2012,0.413333333333333,4.5022323475655,210.195985623881,21198,"HI",NA,NA,1.50457335100742,5.34804036037219,9.9616621165872,0,-5,0
"16001","Ada County, Idaho",2012,0.686390532544379,4.60484838585972,161.402507891016,12096,"ID",NA,NA,1.52710974535631,5.08390129407335,9.40063009841931,0,-5,0
"16015","Boise County, Idaho",2012,0.789855072463768,3.77512025057611,329.029571012078,147,"ID",NA,NA,1.32843223665089,5.79614762822195,4.99043258677874,0,-5,0
"16039","Elmore County, Idaho",2012,0.789855072463768,4.30950023859566,207.441697964888,428,"ID",NA,NA,1.46082194347036,5.33485032652707,6.0591231955818,0,-5,0
"17031","Cook County, Illinois",2012,0.375,4.61933767213575,166.915941813481,128782,"IL",NA,NA,1.5302513338069,5.11749034326318,11.7658763313334,0,-5,0
"17043","DuPage County, Illinois",2012,0.189097103918228,4.62508884189413,155.49038648783,33108,"IL",NA,NA,1.53149557983809,5.04658390647876,10.4075302240053,0,-5,0
"17089","Kane County, Illinois",2012,0.218954248366013,4.65545518287561,154.623758255671,12345,"IL",NA,NA,1.53803968959527,5.0409947999976,9.42100640177928,0,-5,0
"17093","Kendall County, Illinois",2012,0.150684931506849,4.43987280480155,198.075472072373,1983,"IL",NA,NA,1.49062572846657,5.2886481301496,7.5923661285198,0,-5,0
"17097","Lake County, Illinois",2012,0.449678800856531,4.57835162568923,170.975714918007,19651,"IL",NA,NA,1.52133902628925,5.14152152839379,9.88588350658777,0,-5,0
"17111","McHenry County, Illinois",2012,0.470588235294118,4.59217347554624,169.128720650564,7713,"IL",NA,NA,1.52435343607945,5.13066008566103,8.950662495934,0,-5,0
"17113","McLean County, Illinois",2012,0.106854838709677,4.55548354856997,172.596542952943,3720,"IL",NA,NA,1.51633168283169,5.15095674920739,8.22147894726719,0,-5,0
"17143","Peoria County, Illinois",2012,0.4625,4.62483824103267,166.137580565384,4596,"IL",NA,NA,1.5314413954409,5.11281624367929,8.43294163896865,0,-5,0
"17161","Rock Island County, Illinois",2012,0.260869565217391,4.60721941632335,174.486997573185,3294,"IL",NA,NA,1.52762451154494,5.16185022639171,8.09985791073758,0,-5,0
"17163","St. Clair County, Illinois",2012,0.521739130434783,4.57134325474799,175.579944320254,5377,"IL",NA,NA,1.51980709054638,5.16809446237906,8.58988587680968,0,-5,0
"17167","Sangamon County, Illinois",2012,0.170634920634921,4.56456418405841,174.876970426034,5060,"IL",NA,NA,1.51832304049899,5.16408270054781,8.52912176228151,0,-5,0
"17197","Will County, Illinois",2012,0.248618784530387,4.59207879587719,170.296852739139,14159,"IL",NA,NA,1.52433281825097,5.13754310681167,9.55810574328497,0,-5,0
"18003","Allen County, Indiana",2012,0.346153846153846,4.68333694874155,149.839611766482,9061,"IN",NA,NA,1.54401087908463,5.0095654671453,9.11173476822206,0,-5,0
"18005","Bartholomew County, Indiana",2012,0.583333333333333,4.57444386649302,185.72956393192,1882,"IN",NA,NA,1.52048513210206,5.22429165833626,7.54009032014532,0,-5,0
"18011","Boone County, Indiana",2012,0.464285714285714,4.56323619165046,173.38732851126,1396,"IN",NA,NA,1.51803206296603,5.15552798503988,7.24136628332232,0,-5,0
"18057","Hamilton County, Indiana",2012,0.326666666666667,4.5057516711813,178.042901703423,7994,"IN",NA,NA,1.5053547297904,5.18202454205698,8.98644653927127,0,-5,0
"18063","Hendricks County, Indiana",2012,0.27027027027027,4.50143989840486,192.153694244118,2939,"IN",NA,NA,1.50439732301772,5.25829554266064,7.98582466641892,0,-5,0
"18085","Kosciusko County, Indiana",2012,0.465116279069767,4.66691519473188,162.159487909395,1918,"IN",NA,NA,1.54049829554307,5.08858034420459,7.55903825544338,0,-5,0
"18097","Marion County, Indiana",2012,0.187604690117253,4.69365644794382,152.222758840917,22731,"IN",NA,NA,1.54621190513462,5.02534496671204,10.0314849105995,0,-5,0
"18157","Tippecanoe County, Indiana",2012,0.380952380952381,4.55500032763342,192.481407999897,3337,"IN",NA,NA,1.51622560264022,5.2599995672448,8.11282747875137,0,-5,0
"19049","Dallas County, Iowa",2012,0.163461538461538,4.42233892299506,186.258574082716,1685,"IA",NA,NA,1.48666872422797,5.22713589154352,7.42952084278646,0,-5,0
"19113","Linn County, Iowa",2012,0.5,4.65323610419345,156.15581044301,5396,"IA",NA,NA,1.53756291393352,5.05085429368687,8.59341321732765,0,-5,0
"19153","Polk County, Iowa",2012,0.251633986928105,4.62941807060247,157.500804247904,11784,"IA",NA,NA,1.53243117350398,5.05943056458855,9.37449795814247,0,-5,0
"19169","Story County, Iowa",2012,0.043956043956044,4.55775436583749,174.650698602794,2004,"IA",NA,NA,1.51683003859413,5.16278797126084,7.60290046220476,0,-5,0
"20091","Johnson County, Kansas",2012,0.239700374531835,4.56383234421209,163.600653559633,17159,"KS",NA,NA,1.5181626969281,5.09742841902395,9.75027809628562,0,-5,0
"20173","Sedgwick County, Kansas",2012,0.441176470588235,4.65457550899041,161.920238091529,11843,"KS",NA,NA,1.5378507162359,5.08710385652495,9.37949225472149,0,-5,0
"20177","Shawnee County, Kansas",2012,0.4,4.5773434275931,164.069234173055,4332,"KS",NA,NA,1.52111879219575,5.10028849833171,8.37378460812088,0,-5,0
"21015","Boone County, Kentucky",2012,0.153846153846154,4.65127377890292,165.176086949292,2953,"KY",NA,NA,1.5371411130339,5.10701209848635,7.99057688174392,0,-5,0
"21029","Bullitt County, Kentucky",2012,0.25974025974026,4.35732951817354,204.842324775659,1047,"KY",NA,NA,1.47185937387699,5.32224053575695,6.95368421087054,0,-5,0
"21067","Fayette County, Kentucky",2012,0.40625,4.61574717301759,169.195908922603,8197,"KY",NA,NA,1.52947375582916,5.13105726793538,9.01152351265303,0,-5,0
"21111","Jefferson County, Kentucky",2012,0.229166666666667,4.66170934734091,159.76710961904,19235,"KY",NA,NA,1.53938219361231,5.07371718998919,9.8644868151864,0,-5,0
"21117","Kenton County, Kentucky",2012,0.27027027027027,4.55738068298365,173.401137046794,2999,"KY",NA,NA,1.51674804686234,5.15560762168823,8.00603417874901,0,-5,0
"22033","East Baton Rouge Parish, Louisiana",2012,0.269230769230769,4.61679433307242,160.888639752642,12080,"LA",NA,NA,1.52970059695598,5.08071244710947,9.39930647148881,0,-5,0
"22049","Jackson Parish, Louisiana",2012,0.04,4.01951179906577,284.883336638244,246,"LA",NA,NA,1.39116045223766,5.6520797513351,5.50533153593236,0,-5,0
"22051","Jefferson Parish, Louisiana",2012,0.147058823529412,4.61467210880865,167.044836631523,11624,"LA",NA,NA,1.5292408164185,5.11826225920518,9.36082720525012,0,-5,0
"22061","Lincoln Parish, Louisiana",2012,0.04,4.52967427274119,180.949634755863,1020,"LA",NA,NA,1.51065003243755,5.19821873152671,6.92755790627832,0,-5,0
"22071","Orleans Parish, Louisiana",2012,0.555555555555556,4.45693103204891,242.583259735166,8563,"LA",NA,NA,1.49446041976996,5.49134499056424,9.05520587502619,0,-5,0
"22111","Union Parish, Louisiana",2012,0.04,4.06186722517121,273.371458135087,329,"LA",NA,NA,1.40164277556616,5.61083152284565,5.79605775076537,0,-5,0
"23005","Cumberland County, Maine",2012,0.645161290322581,4.65827990993024,158.900202617832,10871,"ME",NA,NA,1.538646261956,5.06827634866981,9.293853972204,0,-5,0
"24003","Anne Arundel County, Maryland",2012,0.371134020618557,4.53815524260332,179.866778566648,13624,"MD",NA,NA,1.51252059524879,5.1922164577927,9.51958822234252,0,-5,0
"24005","Baltimore County, Maryland",2012,0.223529411764706,4.54764581975436,174.282618906679,19651,"MD",NA,NA,1.51460969681234,5.16067822814276,9.88588350658777,0,-5,0
"24021","Frederick County, Maryland",2012,0.354166666666667,4.48728355767917,186.717366919997,5883,"MD",NA,NA,1.50124752037913,5.22959606668216,8.67982211486446,0,-5,0
"24027","Howard County, Maryland",2012,0.25398773006135,4.45901069033966,208.066351020408,8750,"MD",NA,NA,1.49492692311716,5.33785702412356,9.07680897935166,0,-5,0
"24031","Montgomery County, Maryland",2012,0.303016400963413,4.38357980451011,208.629693615155,26486,"MD",NA,NA,1.47786569754067,5.34056087958467,10.1843715704869,0,-5,0
"24033","Prince George's County, Maryland",2012,0.331775700934579,4.48476360260509,192.643321934645,14136,"MD",NA,NA,1.50068578567236,5.26084040623384,9.55648001399953,0,-5,0
"24510","Baltimore city, Maryland",2012,0.272401433691756,4.56148691823989,206.908143267085,12125,"MD",NA,NA,1.51764864893561,5.33227494244524,9.40302471580568,0,-5,0
"25005","Bristol County, Massachusetts",2012,0.407894736842105,4.62696143798282,177.317036584539,12695,"MA",NA,NA,1.53190037576064,5.1779392974912,9.44896349413878,0,-5,0
"25009","Essex County, Massachusetts",2012,0.516320474777448,4.61868877401547,180.098320783115,18114,"MA",NA,NA,1.53011084966234,5.19350292833564,9.80444039893489,0,-5,0
"25013","Hampden County, Massachusetts",2012,1,4.63636478746214,169.171152380068,9686,"MA",NA,NA,1.53393060820207,5.13091093842869,9.17843682296317,0,-5,0
"25017","Middlesex County, Massachusetts",2012,0.383210509452099,4.59706506537527,170.957398910831,42425,"MA",NA,NA,1.52541807060151,5.1414143962884,10.6554930901024,0,-5,0
"25021","Norfolk County, Massachusetts",2012,0.119428090832632,4.57864888344636,171.305140158789,19367,"MA",NA,NA,1.52140395098964,5.14344641164455,9.87132586572773,0,-5,0
"25023","Plymouth County, Massachusetts",2012,0.445378151260504,4.5983555823917,177.984461844626,11847,"MA",NA,NA,1.52569875749434,5.18169625347411,9.37982994995476,0,-5,0
"25025","Suffolk County, Massachusetts",2012,0.497264021887825,4.48252246408636,213.154496655387,19801,"MA",NA,NA,1.50018593799298,5.36201723919037,9.8934877204578,0,-5,0
"25027","Worcester County, Massachusetts",2012,0.314176245210728,4.64726873645798,171.817942529202,17649,"MA",NA,NA,1.53627967852715,5.14643544256716,9.77843440353257,0,-5,0
"26021","Berrien County, Michigan",2012,1,4.6242139612446,171.034951584766,3641,"MI",NA,NA,1.53130640219502,5.14186793084935,8.20001364817543,0,-5,0
"26045","Eaton County, Michigan",2012,0.333333333333333,4.56317782065424,181.820345032719,2050,"MI",NA,NA,1.51801927130522,5.20301908435289,7.62559507213245,0,-5,0
"26065","Ingham County, Michigan",2012,0.380952380952381,4.55384052080303,191.805241562589,6146,"MI",NA,NA,1.51597094744184,5.25648049034803,8.72355674269043,0,-5,0
"26075","Jackson County, Michigan",2012,0.315789473684211,4.6320651800603,163.166368767361,2966,"MI",NA,NA,1.53300281186001,5.09477034756449,7.99496952269788,0,-5,0
"26077","Kalamazoo County, Michigan",2012,0.615384615384615,4.64254878323133,170.126511215373,5539,"MI",NA,NA,1.53526352215534,5.13654234390278,8.6195692580331,0,-5,0
"26081","Kent County, Michigan",2012,0.34640522875817,4.73184241517203,143.317838863642,15556,"MI",NA,NA,1.5543146436115,4.96506481322484,9.65220169527564,0,-5,0
"26099","Macomb County, Michigan",2012,0.401606425702811,4.58303388906658,172.336701577836,18074,"MI",NA,NA,1.52236120001559,5.14945013058841,9.8022297204619,0,-5,0
"26111","Midland County, Michigan",2012,0.710526315789474,4.55357971042544,163.331929371537,1746,"MI",NA,NA,1.51591367318172,5.09578450671515,7.46508273639955,0,-5,0
"26125","Oakland County, Michigan",2012,0.35038503850385,4.58283905874439,168.289340210784,38257,"MI",NA,NA,1.52231868790064,5.12568476116815,10.552081829047,0,-5,0
"26139","Ottawa County, Michigan",2012,0.521739130434783,4.67975817610718,154.19919093388,5682,"MI",NA,NA,1.54324643682255,5.03824521425347,8.64505856241413,0,-5,0
"26159","Van Buren County, Michigan",2012,1,4.46192691377643,199.11625972232,1287,"MI",NA,NA,1.49558071617571,5.29388887384475,7.16006920759613,0,-5,0
"26161","Washtenaw County, Michigan",2012,0.279228149829739,4.59181711419204,177.236234937627,7959,"MI",NA,NA,1.52427583117538,5.17748350337054,8.98205864280585,0,-5,0
"26163","Wayne County, Michigan",2012,0.28169014084507,4.61262033594074,176.17833998604,32026,"MI",NA,NA,1.52879609811917,5.17149677737617,10.3743033518824,0,-5,0
"27003","Anoka County, Minnesota",2012,0.428571428571429,4.59718423831972,163.879909989656,7326,"MN",NA,NA,1.52544399396742,5.09913390343307,8.89918494333876,0,-5,0
"27037","Dakota County, Minnesota",2012,0.204301075268817,4.63171302415094,157.76347265663,9973,"MN",NA,NA,1.532926783289,5.06109690288786,9.20763672040187,0,-5,0
"27053","Hennepin County, Minnesota",2012,0.49493487698987,4.65528331181325,152.315975775742,38934,"MN",NA,NA,1.53800277070586,5.02595715115454,10.5696231838492,0,-5,0
"27109","Olmsted County, Minnesota",2012,1,4.58877803469738,162.202829547988,3461,"MN",NA,NA,1.52361376525124,5.08884758633796,8.14931284363534,0,-5,0
"27123","Ramsey County, Minnesota",2012,0.410493827160494,4.69789483424419,146.413767682518,13233,"MN",NA,NA,1.54711450076782,4.98643663865284,9.49046898877305,0,-5,0
"27139","Scott County, Minnesota",2012,0.102564102564103,4.54835512989851,178.949017150912,3164,"MN",NA,NA,1.51476565768998,5.18710094488576,8.05959232888755,0,-5,0
"27163","Washington County, Minnesota",2012,0.26530612244898,4.56189609385893,168.893568023184,5448,"MN",NA,NA,1.51773834715803,5.12926874152075,8.60300384782935,0,-5,0
"29051","Cole County, Missouri",2012,0.2,4.5136678761274,172.25523053183,2214,"MO",NA,NA,1.5071100992878,5.14897727536498,7.70255611326858,0,-5,0
"29071","Franklin County, Missouri",2012,0.225806451612903,4.61127852169992,163.124073158675,2618,"MO",NA,NA,1.52850515515222,5.09451109627492,7.87016594646984,0,-5,0
"29095","Jackson County, Missouri",2012,0.330578512396694,4.64149273236137,161.282059795618,16807,"MO",NA,NA,1.53503602406138,5.08315475635166,9.72955074527657,0,-5,0
